"date","title","time","class"
"25 Juli 2019","Pertamina Janji Ganti Rugi Petambak Udang yang Kena Dampak Tumpahan Minyak","21:06 WIB","Negative"
"25 Juli 2019","Ekonomi Indonesia Bisa Goyang Jika Tidak Ada UMKM","19:44 WIB","Neutral"
"25 Juli 2019","Data Ekonomi AS Melemah, Rupiah Berhasil Menguat","18:56 WIB","Positive"
"25 Juli 2019","Jangan Langsung Tolak Gaji Rp 8 Juta, Bagaimana Cara Negosiasinya?","16:57 WIB","Neutral"
"25 Juli 2019","Viral Tolak Gaji Rp 8 Juta, Ini yang Harus Diperhatikan Fresh Graduate","15:50 WIB","Neutral"
"25 Juli 2019","Banten Batal Divestasi Saham di Bank BJB","14:22 WIB","Positive"
"25 Juli 2019","Boeing Laporkan Kerugian Hampir Rp 42 Triliun","14:00 WIB","Negative"
"25 Juli 2019","Viral Tolak Gaji Rp 8 Juta, Ini Gaji Fresh Graduate Versi BPS","13:16 WIB","Neutral"
"25 Juli 2019","Mau Investasi Reksa Dana Syariah? Ini Ragam Pilihannya di E-Commerce","12:15 WIB","Neutral"
"25 Juli 2019","Suku Bunga Turun, Pilih (Reksa Dana) Saham atau Obligasi ?","09:00 WIB","Positive"
"25 Juli 2019","Diisukan Bangkrut, Begini Cara PT Pos Indonesia Kembangkan Bisnis","07:08 WIB","Negative"
"25 Juli 2019","[POPULER MONEY]: Menunggu Lion Air Turunkan Harga Tiket | ASN Harus Siap Ditugaskan di Mana Saja","06:06 WIB","Neutral"
"26 Juli 2019","Sahamnya Turun Pasca Revisi Keuangan, Ini Tanggapan Garuda Indonesia","22:14 WIB","Negative"
"26 Juli 2019","Buka Peluang, Kementan Ekspor Sarang Burung Walet ke China","20:58 WIB","Positive"
"26 Juli 2019","Defisit Rp 7 Triliuan, BPJS Kesehatan Dibayangi Denda Puluhan Miliar Rupiah","17:36 WIB","Negative"
"26 Juli 2019","Dukung Satu Juta Rumah, BTN Salurkan Kredit Rp 36,42 Triliun","17:13 WIB","Positive"
"26 Juli 2019","Semester I 2019, Laba Bersih BTN Turun Jadi Rp 1,3 Triliun","16:37 WIB","Negative"
"26 Juli 2019","Semesteri I-2019, BCA Syariah Bukukan Laba Rp 25,8 Miliar","14:28 WIB","Positive"
"26 Juli 2019","Laporan Keuangan Direvisi, Saham Garuda Indonesia Menukik","13:37 WIB","Negative"
"26 Juli 2019","Laporan Keuangan 2018 Direvisi, Garuda Indonesia Rugi Rp 2,45 Triliun","11:12 WIB","Negative"
"26 Juli 2019","Viral Tolak Gaji Rp 8 Juta, Ditjen Pajak Bikin Hitungan Pajaknya","08:20 WIB","Neutral"
"26 Juli 2019","[POPULER MONEY] Viral Tolak Gaji Rp 8 Juta | Facebook Kena Denda","06:24 WIB","Neutral"
"27 Juli 2019","Gelar Pameran Properti, BTN Incar Penyaluran KPR Rp 5 Triliun","18:08 WIB","Positive"
"27 Juli 2019","[POPULER MONEY] Laporan Keuangan Garuda | BPJS Kesehatan Defisit Rp 7 Triliun","07:25 WIB","Negative"
"28 Juli 2019","Baru Lulus dan Gaji Rp 8 Juta, Jangan Lupa Beli Rumah","17:52 WIB","Neutral"
"28 Juli 2019","Sektor Pariwisata Ditargetkan Raup Devisa Rp 246 Triliun di 2019","17:22 WIB","Positive"
"28 Juli 2019","Atasi Tumpahan Minyak di Perairan Karawang, Pertamina Gunakan Dua Alat Ini","13:01 WIB","Positive"
"28 Juli 2019","[POPULER MONEY SEPEKAN] Mandiri Blokir Ribuan Rekening | Viral Gaji Rp 8 Juta","07:39 WIB","Neutral"
"29 Juli 2019","Grab Dapat Kucuran Dana Rp 28 Triliun untuk Ekspansi di Indonesia","16:23 WIB","Positive"
"29 Juli 2019","Jack Ma Kuasai Bisnis Bank Online di China","15:08 WIB","Neutral"
"29 Juli 2019","Layanan Sempat Error, Bank Mandiri Berpotensi Rugi Rp 10 Miliar","15:04 WIB","Negative"
"29 Juli 2019","Siang Ini, Rupiah Masih Melemah di Level Rp 14.021 Per Dollar AS","12:53 WIB","Negative"
"29 Juli 2019","Awali Pekan, Harga Emas Antam Naik Tipis","11:24 WIB","Negative"
"29 Juli 2019","Pecahkan Rekor, Disney Raup Pendapatan Rp 107 Triliun","10:11 WIB","Positive"
"29 Juli 2019","Tak Peduli Komposisi Indeks Saham, Lo Kheng Hong Punya Daftar Belanja Sendiri","06:10 WIB","Neutral"
"29 Juli 2019","Jonan Sebut Ada Perdebatan Antar Menteri soal Perpres Mobil Listrik","05:07 WIB","Negative"
"30 Juli 2019","Mengapa Asing Bisa Genggam Surat Utang RI Senilai Rp 991 Triliun","18:50 WIB","Negative"
"30 Juli 2019","Kenaikan Gaji PNS dan TNI-Polri Sebabkan APBN Defisit Rp 342 Triliun?","18:38 WIB","Negative"
"30 Juli 2019","Barata Ekspor Komponen Turbin Pembangkit Listrik ke Australia","17:33 WIB","Positive"
"30 Juli 2019","Semester I 2019, Deposito Emas Pegadaian Tembus 3,1 Ton","17:26 WIB","Positive"
"30 Juli 2019","Penjaminan Kredit Jamkrindo Capai Rp 102,88 Triliun di Semester I 2019","16:55 WIB","Positive"
"30 Juli 2019","Garap Pemasaran Produk Bersama, Pegadaian Gandeng 8 BUMN","15:25 WIB","Positive"
"30 Juli 2019","China Turun ke Posisi 3 Negara dengan Investasi Terbesar di Indonesia","13:31 WIB","Positive"
"30 Juli 2019","Realisasi Investasi di Semester I 2019 Tembus Rp 395,6 Triliun","12:40 WIB","Positive"
"30 Juli 2019","Investasi Reksa Dana Syariah, Bisa Mulai Beli dari Berapa Rupiah?","11:48 WIB","Neutral"
"30 Juli 2019","Harga Emas Naik, Ini Pendorongnya","08:12 WIB","Negative"
"30 Juli 2019","Uber PHK Sepertiga Karyawan Pemasarannya","07:10 WIB","Negative"
"30 Juli 2019","Merusak Rupiah karena Dijadikan Mahar, Bisa Kena Denda Rp 1 Miliar","06:09 WIB","Negative"
"31 Juli 2019","Jonan: Indonesia Tidak Akan Impor Gas","22:11 WIB","Positive"
"31 Juli 2019","Nestle Investasi Rp 1,4 Triliun untuk Perluas Tiga Pabrik di Indonesia","19:03 WIB","Positive"
"31 Juli 2019","Malaysia Geser Indonesia Jadi Pemasok Utama Minyak Sawit ke India","18:37 WIB","Negative"
"31 Juli 2019","Hari Ini Rupiah Menguat Tipis, Ditopang Sentimen Eksternal","18:08 WIB","Positive"
"31 Juli 2019","Semester I 2019, LPS Bukukan Total Aset Hingga Rp 111,149 Triliun","16:50 WIB","Positive"
"31 Juli 2019","Sri Mulyani: Saat Ini Dana Riset Masih Terpencar-pencar","15:39 WIB","Negative"
"31 Juli 2019","Juni 2019, Uang Beredar Capai Rp 5.911 Triliun","15:08 WIB","Positive"
"31 Juli 2019","RI di Posisi Keempat Negara Paling Menarik untuk Investasi di Dunia","11:54 WIB","Positive"
"31 Juli 2019","3  Mahasiswa Ini Sukses Membangun Bisnis Restoran Makanan Sehat","10:57 WIB","Neutral"
"31 Juli 2019","Naik Rp 4.000 Harga Emas Antam Hari Ini Dipatok Rp 711.000 Per Gram","09:25 WIB","Negative"
"31 Juli 2019","Investasi Emas Cocok untuk Milenial, Ini Alasannya","08:35 WIB","Neutral"
"31 Juli 2019","UEA dan Softbank Janji Tanam Modal, Menkeu Optimistis Investasi Bakal Tumbuh","07:47 WIB","Positive"
"31 Juli 2019","[POPULER MONEY] Unicorn Indonesia Terdaftar sebagai Perusahaan Singapura | Larangan RUpiah Dijadikan Mahar","06:08 WIB","Positive"
"31 Juli 2019","Politisi Mau Isi Menteri Ekonomi Jokowi?  Harus Punya  Kriteria Ini","05:15 WIB","Neutral"
"01 Agustus 2019","Sri Mulyani Optimistis Investasi Bakal Meningkat, Ini Alasannya","20:10 WIB","Positive"
"01 Agustus 2019","Investasi Asing Tak Akan Mampir jika Peran BUMN Masih Dominan","19:24 WIB","Neutral"
"01 Agustus 2019","Petrokimia Gresik Ekspor 45.000 Ton Pupuk Urea ke India","18:58 WIB","Positive"
"01 Agustus 2019","Menteri Susi Sebut Laut Indonesia Sering Tercemar Limbah Minyak","18:12 WIB","Negative"
"01 Agustus 2019","Menteri Susi Minta Pertamina Pastikan Tumpahan Minyak Teratasi dengan Tuntas","17:42 WIB","Positive"
"01 Agustus 2019","Sarinah Tegaskan Tak Punya Bisnis Aplikasi Pinjaman Online","16:44 WIB","Positive"
"01 Agustus 2019","Atasi Tumpahan Minyak, Pertamina Berlakukan 7 Lapis Proteksi","16:30 WIB","Positive"
"01 Agustus 2019","Kementan Gandeng Kemendes PDTT Revitalisasi Pembangunan Kawasan Ekonomi 4.0","15:14 WIB","Positive"
"01 Agustus 2019","IMF Evaluasi Perekonomian Indonesia, Apa Hasilnya?","14:03 WIB","Neutral"
"01 Agustus 2019","Tingkatkan Ekspor Tekstil, API Adakan Pertemuan dengan CCI Amerika Serikat","13:50 WIB","Positive"
"01 Agustus 2019","Harga Tiket Pesawat Turun, Sektor Transportasi Deflasi 0,06 Persen","13:45 WIB","Positive"
"01 Agustus 2019","Semester I 2019, Pegadaian Bukukan Laba Rp 1,5 Triliun","13:44 WIB","Positive"
"01 Agustus 2019","Storynomics Tourism Jadi Pendekatan Genjot Ekonomi dari Pariwisata","13:17 WIB","Positive"
"01 Agustus 2019","Harga Cabai Hingga Uang Sekolah Sumbang Inflasi di Juli 2019","12:58 WIB","Negative"
"01 Agustus 2019","Tahun Ini, Pegadaian Luncurkan Kartu Tabungan Emas Berbunga Rendah","12:10 WIB","Positive"
"01 Agustus 2019","Merosot Rp 8.000, Harga Emas Hari Ini Dipatok Rp 702.500","09:52 WIB","Positive"
"01 Agustus 2019","Ditjen Pajak Mau Bangun Sistem Inti Perpajakan, Butuh Rp 2,04 Triliun","08:00 WIB","Positive"
"02 Agustus 2019","Viral Gaji Rp 8 Juta, Pengguna Medsos Pamer Besaran Gaji Pertama","21:12 WIB","Neutral"
"02 Agustus 2019","RI Ekspor CPO ke India lewat Pelabuhan Kuala Tanjung","21:07 WIB","Positive"
"02 Agustus 2019","Mau Beli Koin Emas Dinar Bercorak Nusantara? Begini Cara Belinya","20:11 WIB","Neutral"
"02 Agustus 2019","Heboh Tolak Gaji Rp 8 Juta dan Gunung Es Ketenagakerjaan Kita","18:32 WIB","Neutral"
"02 Agustus 2019","TOB Insurance Incar Premi Rp 150 Miliar hingga Akhir 2019","18:12 WIB","Positive"
"02 Agustus 2019","Koin Emas Seperti Dinar Bernuansa Nusantara Hadir, Minat Beli?","17:40 WIB","Neutral"
"02 Agustus 2019","Trump Kenakan Tarif Impor Tambahan ke China, Ini Kata Sri Mulyani","17:07 WIB","Negative"
"02 Agustus 2019","PT PAL Bangun 2 Kapal Perang Pesanan TNI AL Senilai Rp 1,6 Triliun","16:34 WIB","Positive"
"02 Agustus 2019","Hari Ini, Performa Rupiah Terburuk di Asia","14:40 WIB","Negative"
"02 Agustus 2019","Agar Tak Mudah Tergiur Investasi Bodong, Simak Tips Ini","14:28 WIB","Neutral"
"02 Agustus 2019","Satgas Waspada Investasi Ingin Ada UU soal Fintech Ilegal","13:42 WIB","Negative"
"02 Agustus 2019","Hari Ini, Harga Emas Antam Naik Rp 14.000 Jadi Rp 717.000","11:17 WIB","Negative"
"02 Agustus 2019","Harga Minyak Sentuh Level Terendah dalam 4 Tahun","10:27 WIB","Positive"
"02 Agustus 2019","Jeff Bezos Jual Saham Amazon Senilai Rp 25,5 Triliun, untuk Apa?","09:38 WIB","Neutral"
"02 Agustus 2019","Rupiah Semakin Melemah di Awal Perdagangan Hari Ini","09:11 WIB","Negative"
"02 Agustus 2019","Trump Bakal Berlakukan Tarif Impor Tambahan untuk Produk China","08:52 WIB","Negative"
"02 Agustus 2019","Ekspor Kacang Hijau Meningkat, Kementan Sarankan Petani Budidayakan Komoditas Ini","08:30 WIB","Positive"
"02 Agustus 2019","Investasi Emas Lebih Untung Dibanding Investasi Lain, Ini Alasannya","07:57 WIB","Positive"
"02 Agustus 2019","Terungkap, Siapa Saja Pemegang Saham Go-Jek","07:02 WIB","Neutral"
"02 Agustus 2019","[POPULER MONEY] IMF Evaluasi Ekonomi RI | Direktur AP II Kena OTT","06:17 WIB","Negative"
"02 Agustus 2019","Rupiah Bisa Balik ke Bawah Rp 14.000? Ini Kata Ekonom","05:45 WIB","Neutral"
"02 Agustus 2019","Buka Kantor Cabang di Tarakan, BTN Bidik Penyaluran Kredit Rp 45 Miliar","05:16 WIB","Positive"
"03 Agustus 2019","Festival Indonesia di Moskow Bukukan Kontrak Dagang Rp 143 Miliar","21:03 WIB","Positive"
"03 Agustus 2019","Kejar hingga Sedot, Upaya Menahan Tumpahan Minyak di Laut Karawang","16:28 WIB","Positive"
"03 Agustus 2019","Trump Terapkan Tarif Baru untuk China, Apple Bakal Kehilangan Rp 113,7 M","16:08 WIB","Negative"
"03 Agustus 2019","Modal Rp 6,2 Juta Bisa Bisnis Ayam Geprek, Berminat?","13:10 WIB","Neutral"
"03 Agustus 2019","Investasi China ke Arab Saudi Melonjak 100 Persen pada Semester I 2019","10:18 WIB","Positive"
"03 Agustus 2019","Mencicip Manisnya Bisnis Gerai Thai Tea","09:30 WIB","Neutral"
"03 Agustus 2019","[POPULER MONEY] Pemegang Saham Go-Jek | Sri Mulyani Dibajak Jokowi","08:28 WIB","Neutral"
"03 Agustus 2019","Pertumbuhan Ekonomi RI di Kuartal II 2019 Diprediksi 5,1 Persen","07:43 WIB","Positive"
"04 Agustus 2019","Semester I 2019, Waskita Beton Raih Kontrak Baru Rp 3,25 Triliun","16:19 WIB","Positive"
"04 Agustus 2019","Pengusaha Plafon Ini Sukses Berbisnis setelah 27 Kali Gagal","10:10 WIB","Neutral"
"05 Agustus 2019","Dana Kelolaan Mandiri Wealth Manajemen Naik 6,75 Persen Jadi Rp 205,3 Triliun","22:16 WIB","Positive"
"05 Agustus 2019","Kembali Ekspor Jagung, Kementan Sebut Indonesia Punya Potensi Melimpah","19:19 WIB","Positive"
"05 Agustus 2019","Waskita Karya akan Terbitkan Global Bond Rp 3 Triliun","18:57 WIB","Positive"
"05 Agustus 2019","Pelaku Ritel Mengklaim Rugi hingga Rp 100 Miliar akibat Pemadaman Listrik","17:20 WIB","Negative"
"05 Agustus 2019","Gelar Pameran Properti, KPR Baru BTN Capai Rp 7,22 Triliun","17:17 WIB","Positive"
"05 Agustus 2019","Optimisme Pelaku Bisnis Diprediksi Tertekan di Kuartal III-2019","16:56 WIB","Negative"
"05 Agustus 2019","Kementerian ESDM: PLN Siapkan Kompensasi Hingga Rp 1 Triliun","16:35 WIB","Negative"
"05 Agustus 2019","Pertumbuhan Ekonomi Papua dan Papua Barat Negatif di Kuartal II-2019","15:55 WIB","Negative"
"05 Agustus 2019","Waskita Incar Proyek Senilai Rp 6 Triliun di Filipina","14:57 WIB","Positive"
"05 Agustus 2019","Ada Perang Dagang, Tantangan Pertumbuhan Ekonomi Kian Berat","14:46 WIB","Negative"
"05 Agustus 2019","Pertumbuhan Ekonomi RI Melambat di Kuartal II-2019, Mengapa?","14:28 WIB","Negative"
"05 Agustus 2019","Harga Cabai dan Tarif Pendidikan Picu Inflasi di Bangka Belitung","12:22 WIB","Negative"
"05 Agustus 2019","Pemadaman Listrik Bisa Jadi Sinyal Buruk Investasi di Indonesia","12:22 WIB","Negative"
"05 Agustus 2019","Turun, Ekonomi Indonesia Kuartal II-2019 Hanya Tumbuh 5,05 Persen","11:50 WIB","Negative"
"05 Agustus 2019","Awali Pekan, Harga Emas Antam Naik Rp 2.000 Per Gram","10:11 WIB","Negative"
"05 Agustus 2019","Indonesia Bakal Impor Lebih Banyak Kapas dan Kedelai AS","06:47 WIB","Negative"
"05 Agustus 2019","Arus Peti Kemas di Pelabuhan Tanjung Perak Melonjak 218 Persen","06:14 WIB","Positive"
"06 Agustus 2019","Ekonomi Daerah Terdongkrak Pembangunan Infrastruktur","21:32 WIB","Positive"
"06 Agustus 2019","BI: Ketegangan Perang Dagang China-AS Kian Tekan Ekonomi Dunia","17:51 WIB","Negative"
"06 Agustus 2019","BI Siap Hadapi Dampak Potensial Pelemahan Yuan terhadap Rupiah","17:50 WIB","Positive"
"06 Agustus 2019","Akibat Listrik Padam, MRT Jakarta Perkirakan Kerugian Rp 507 Juta","14:45 WIB","Negative"
"06 Agustus 2019","Pertumbuhan Ekonomi Melambat, Penurunan Suku Bunga BI Bisa Berlanjut","14:40 WIB","Positive"
"06 Agustus 2019","3 Platform Online Ini Kumpulkan Donasi Patungan hingga Rp 11,5 Miliar","14:16 WIB","Neutral"
"06 Agustus 2019","Mentan Minta Eksportir Lapor Jika Terkendala Pengurusan Dokumen","13:42 WIB","Positive"
"06 Agustus 2019","Mentan: Ekspor Pertanian Bulan Juli Capai Rp 1,1 Triliun","13:36 WIB","Positive"
"06 Agustus 2019","Jeff Bezos Jual Saham Amazon Senilai Rp 40 Triliun dalam Seminggu","12:16 WIB","Neutral"
"06 Agustus 2019","Luhut: Softbank Bisa Tingkatkan Investasi di Indonesia hingga Rp 140 T","11:28 WIB","Positive"
"06 Agustus 2019","Turun, Pertumbuhan Ekonomi DKI Jakarta Masih Lebih Tinggi dari Nasional","11:12 WIB","Positive"
"06 Agustus 2019","Imbas Pemadaman Listrik, Ritel Tutup Lebih Awal hingga Rugi Rp 100 Miliar","09:38 WIB","Negative"
"06 Agustus 2019","Pertumbuhan Ekonomi RI Melambat, Ini Fakta-faktanya","07:42 WIB","Negative"
"06 Agustus 2019","Harga Emas Dunia Kembali Naik, Ini Sebabnya","07:14 WIB","Negative"
"07 Agustus 2019","Menaker: Investasi SDM Kunci Peningkatan Kompetensi Pekerja","23:52 WIB","Positive"
"07 Agustus 2019","Bayar Rp 550.000, Penumpang Citilink Bisa Nikmati Layanan Khusus Ini","21:42 WIB","Neutral"
"07 Agustus 2019","INDEF: Target Pertumbuhan Ekonomi 5,3 Persen Sulit Dicapai","19:45 WIB","Negative"
"07 Agustus 2019","Akibat Mati Listrik Dua Hari, Alfamart Merugi Rp 20 Miliar","18:15 WIB","Negative"
"07 Agustus 2019","Perang Mata Uang, Sektor Apa yang Aman untuk Investasi Saham?","17:36 WIB","Neutral"
"07 Agustus 2019","Tingkatkan Realisasi Investasi, Implementasi OSS Harus Diperkuat","15:38 WIB","Positive"
"07 Agustus 2019","Rupiah Rentan Terpengaruh Faktor Global, BI Imbau Investor Tak Panik","15:05 WIB","Negative"
"07 Agustus 2019","Ekonomi Tumbuh Melambat, RI Perlu Diversifikasi Ekspor","14:36 WIB","Negative"
"07 Agustus 2019","Proyek Kereta Cepat Jakarta-Bandung Telan Rp 40 Triliun hingga Akhir 2019","13:52 WIB","Positive"
"07 Agustus 2019","Jadi DGS BI, Destry Sebut Tantangan Ekonomi RI Kian Berat","13:29 WIB","Neutral"
"07 Agustus 2019","Melirik Pilihan Investasi Pribadi Bos Sritex","12:15 WIB","Neutral"
"07 Agustus 2019","Berawal dari Kios di Pasar Klewer, Sritex Kini Punya Aset Rp 19,6 Triliun","11:32 WIB","Neutral"
"07 Agustus 2019","Pertumbuhan Ekonomi Melambat, Sektor-Sektor Ini Masih Menjanjikan","10:47 WIB","Negative"
"07 Agustus 2019","BI Distribusikan Uang Rupiah ke Pulau-pulau Perbatasan Kepri","08:27 WIB","Positive"
"07 Agustus 2019","Bursa AS Anjlok, Kekayaan Miliarder Dunia Rontok Rp 1.638 Triliun dalam Sehari","07:01 WIB","Negative"
"08 Agustus 2019","Atasi Kebocoran Minyak, Pertamina Lakukan Pengeboran Sumur Baru","20:07 WIB","Positive"
"08 Agustus 2019","Penerimaan Negara Diprediksi Ciut akibat Pertumbuhan Ekonomi Lesu","19:18 WIB","Negative"
"08 Agustus 2019","Hadapi Tantangan Energi, PGN Siap Kelola Rantai Bisnis Midstream dan Downstream","18:26 WIB","Positive"
"08 Agustus 2019","Saham Garuda Indonesia Melesat Tinggi, Ini Penyebabnya","18:09 WIB","Positive"
"08 Agustus 2019","Perang Dagang Makin Panas, Ekonomi Dunia Berisiko Alami Resesi","17:50 WIB","Negative"
"08 Agustus 2019","Tumpahan Minyak di Blok ONWJ Diperkirakan Capai 500 Barrel Per Hari","17:18 WIB","Negative"
"08 Agustus 2019","Dongkrak Ekspor Pertanian, Kementan Manfaatkan Teknologi Informasi","14:42 WIB","Positive"
"08 Agustus 2019","Pertamina Data Penerima Kompensasi Kebocoran Sumur Minyak di Blok ONWJ","14:22 WIB","Negative"
"08 Agustus 2019","Harga Emas Dunia Diprediksi Terus Kinclong hingga Setahun ke Depan","12:52 WIB","Negative"
"08 Agustus 2019","Penawaran Sukuk Tabungan ST005 Dibuka, Bisa Dibeli Mulai Rp 1 Juta","12:30 WIB","Positive"
"08 Agustus 2019","Hari Ini, Harga Emas Antam Dipatok Rp 753.000 per Gram","10:08 WIB","Neutral"
"08 Agustus 2019","Bank Mandiri Sarankan Investor Berinvestasi di Pasar Lokal","08:19 WIB","Positive"
"08 Agustus 2019","China Relakan Pertumbuhan Ekonominya Merosot demi Balas Trump?","07:17 WIB","Negative"
"08 Agustus 2019","INDEF: Pengaruh Investasi ke Sektor Riil Belum Nendang","06:31 WIB","Neutral"
"08 Agustus 2019","Indef: Lebaran dan Pilpres 2019 Tak Mampu Dongkrak Pertumbuhan Ekonomi","05:28 WIB","Negative"
"09 Agustus 2019","Pemerintah: Harga Tiket Pesawat yang Mahal Itu Sebenarnya Normal","19:30 WIB","Positive"
"09 Agustus 2019","Pemerintah Diminta Beri Insentif ke Perusahaan Asing yang Investasikan Dividen di RI","18:05 WIB","Positive"
"09 Agustus 2019","Tangani Dampak Kebocoran Minyak, Pertamina Kerahkan 1.500 Personel","13:23 WIB","Positive"
"09 Agustus 2019","Bagaimana Tren Optimisme Investor Eropa untuk Bisnis di Indonesia?","12:09 WIB","Positive"
"09 Agustus 2019","Eropa Nilai Prospek Bisnis di Indonesia Masih Relatif Stabil","10:43 WIB","Positive"
"09 Agustus 2019","Harga Emas Antam Turun Tipis ke Rp 752.000 Per Gram","10:14 WIB","Positive"
"09 Agustus 2019","Uber Merugi Rp 74,3 Triliun, Saham Terjun Bebas","07:42 WIB","Negative"
"10 Agustus 2019","Atasi Tumpahan Minyak Pertamina, Ini yang Dilakukan Kemenhub","14:28 WIB","Positive"
"10 Agustus 2019","Akhir Pekan, Harga Emas Antam Turun Jadi Rp 747.000","11:46 WIB","Positive"
"10 Agustus 2019","Tutup Pekan, Harga Emas Dunia Alami Penurunan","09:06 WIB","Positive"
"10 Agustus 2019","Utang Capai Rp 18,79 Triliun, Duniatex Jamin Tak PHK Pekerja","08:27 WIB","Positive"
"11 Agustus 2019","Meraup Untung Budidaya Jamur Tiram, Modal Awal Cuma Rp 2,5 Juta","16:07 WIB","Neutral"
"11 Agustus 2019","Pemasaran Asuransi lewat Agen Masih Jadi Andalan","15:34 WIB","Neutral"
"11 Agustus 2019","Kekayaan Keluarga Ini Bertambah Rp 56,7 Miliar Per Jam","09:30 WIB","Neutral"
"11 Agustus 2019","Awasi Penanganan Tumpahan Minyak, Kapal Patroli Diterjunkan","08:18 WIB","Positive"
"11 Agustus 2019","NET TV, Pong Harjatmo, dan Beratnya Bisnis Televisi di Era Netflix","06:00 WIB","Negative"
"12 Agustus 2019","Bappenas: Belanja Barang Lebih Efektif Dorong Pertumbuhan Ekonomi","18:20 WIB","Positive"
"12 Agustus 2019","Bappenas: Program Kementan Berhasil Memacu Pertumbuhan Ekonomi","16:56 WIB","Positive"
"12 Agustus 2019","Menteri Bappenas Soroti Penggunaan APBN yang Sudah Dekati Rp 2.500 Triliun","16:27 WIB","Positive"
"12 Agustus 2019","Rizal Ramli Sebut Ekonomi Indonesia Semakin ‘Nyungsep, Ini Alasannya","15:42 WIB","Negative"
"12 Agustus 2019","Bappenas: Belanja Negara Belum Mampu Dorong Pertumbuhan Ekonomi","14:29 WIB","Negative"
"12 Agustus 2019","Lo Kheng Hong Pilih Saham-saham yang Sektornya Terpuruk","14:27 WIB","Neutral"
"12 Agustus 2019","Hingga Awal Agustus 2019, Pasar Modal RI Himpun Dana Rp 109,2 Triliun","13:28 WIB","Positive"
"12 Agustus 2019","8.605 Meter Oil Boom Dipasang untuk Atasi Tumpahan Minyak di Pantura","13:12 WIB","Positive"
"12 Agustus 2019","Pecat Pilot yang Unjuk Rasa di Hong Kong, Saham Cathay Pacific Menukik","12:41 WIB","Negative"
"12 Agustus 2019","APBN Harus Efektif Dongkrak Pembangunan Ekonomi Indonesia","12:20 WIB","Neutral"
"12 Agustus 2019","Awali Pekan, Harga Emas Antam Naik Jadi Rp 749.000 Per Gram","10:52 WIB","Negative"
"12 Agustus 2019","Harga Mobil Listrik Harus Lebih Murah...","09:27 WIB","Positive"
"12 Agustus 2019","Emas Makin Mahal, Simak Instrumen Investasi Lain yang Bisa Anda Lirik","07:05 WIB","Neutral"
"12 Agustus 2019","[BERITA POPULER] Beratnya Bisnis Televisi di Era Netflix | Keluarga Hartono Masuk Daftar Orang Kaya Dunia","06:30 WIB","Neutral"
"12 Agustus 2019","Saatnya Inovator Koperasi Berperan","05:40 WIB","Positive"
"13 Agustus 2019","DNI akan Direvisi, Investasi Asing Minimal Rp 10 Miliar","21:25 WIB","Positive"
"13 Agustus 2019","Ini Langkah Mentan Amran Terkait Kasus Suap Impor Bawang Putih","14:25 WIB","Negative"
"13 Agustus 2019","Perang Dagang Kian Panas, Singapura Pangkas Proyeksi Ekonomi Dekati 0 Persen","14:05 WIB","Negative"
"13 Agustus 2019","Pertamina Sebut Telah Menekan Impor Minyak Mentah Sebesar 35 Persen","13:21 WIB","Positive"
"13 Agustus 2019","Ini Cara Desa Pandak Ciptakan Kemandirian Ekonomi","10:52 WIB","Positive"
"13 Agustus 2019","Diburu Investor, Harga Emas Dunia Kembali Menguat","08:10 WIB","Negative"
"13 Agustus 2019","Bandara Hong Kong Lumpuh akibat Unjuk Rasa, Ini Imbasnya ke Perekonomian","07:07 WIB","Negative"
"13 Agustus 2019","[POPULER MONEY] Jokowi Beri Tunjangan ke PNS | Ekonomi Indonesia Nyungsep","05:43 WIB","Negative"
"13 Agustus 2019","Impor Solar Indonesia Turun 45 Persen, Ini Sebabnya","05:09 WIB","Positive"
"14 Agustus 2019","Genjot Layanan Digital, Bank BJB Siapkan Investasi Rp 800 Miliar","18:01 WIB","Positive"
"14 Agustus 2019","Lahirkan SDM Unggul, Indonesia Butuh Dana Rp 1.161 Triliun","16:39 WIB","Positive"
"14 Agustus 2019","Bursa Saham AS Menguat 29 Persen Selama Pemerintahan Trump","16:15 WIB","Positive"
"14 Agustus 2019","Bidik Milenial, Danareksa Hadirkan Aplikasi Mobile Investasi Reksa Dana","13:44 WIB","Positive"
"14 Agustus 2019","Didominasi UMKM, Penyaluran Kredit BRI Capai Rp 888,32 Triliun","13:33 WIB","Positive"
"14 Agustus 2019","BRI Raup Laba Rp 16,16 Triliun di Semester I 2019","12:58 WIB","Positive"
"14 Agustus 2019","Bisnis Tak Bisa Lagi Berdiri Sendiri dan Cuma Andalkan Pendapatan Utama","10:08 WIB","Neutral"
"14 Agustus 2019","KKP dan TNI AL Gagalkan Penyelundupan Benih Lobster Senilai Rp 13,8 Miliar","08:45 WIB","Positive"
"14 Agustus 2019","Trump Tunda Tarif Baru Untuk Beberapa Produk Yang Diimpor dari China","07:39 WIB","Positive"
"14 Agustus 2019","Perang Dagang, Ekonomi Singapura Dikhawatirkan Bakal Alami Resesi","05:25 WIB","Negative"
"15 Agustus 2019","Buwas: Indonesia Tidak Perlu Impor beras hingga 2020","22:22 WIB","Positive"
"15 Agustus 2019","Menhub: Kapal RS Terapung untuk Layani Masyarakat Kepulauan Terpencil","21:13 WIB","Positive"
"15 Agustus 2019","Rupiah Tertekan Kekhawatiran Perlambatan Ekonomi Global","19:58 WIB","Negative"
