"date","title","time","class"
"13 Juni 2019","Menteri Jonan Khawatir Pembangunan Jalan Tol Bikin Impor Migas Jebol","14:27 WIB","Negative"
"13 Juni 2019","Disebut Punya Utang Rp614 Triliun, Ini Penjelasan Lion Air","14:26 WIB","Negative"
"13 Juni 2019","Penggunaan B30 Wajib Digunakan untuk Kurangi Impor Migas","13:18 WIB","Positive"
"13 Juni 2019","Menperin Dorong Realisasi Investasi Sojitz Corporation","12:51 WIB","Positive"
"13 Juni 2019","World Bank Beri Pinjaman Rp704 Miliar ke Indonesia untuk Pengembangan Perkotaan","12:43 WIB","Positive"
"13 Juni 2019","Moratelindo Tawarkan Sukuk Ijarah Berkelanjutan I Senilai Rp3 Triliun","12:25 WIB","Positive"
"13 Juni 2019","IHSG Melemah Lagi ke Level 6.262","12:22 WIB","Negative"
"13 Juni 2019","Mitrabara Adiperdana Bagikan Dividen Rp58 per Saham","11:58 WIB","Positive"
"13 Juni 2019","Aneka Gas Bagikan Dividen Rp3,25 per Saham","11:48 WIB","Positive"
"13 Juni 2019","Kontribusi Industri Pengolahan pada Ekonomi RI Sebesar 20,07%","11:37 WIB","Positive"
"13 Juni 2019","Menperin: Peningkatan Ekspor Manufaktur Masih Terbuka Lebar","11:26 WIB","Positive"
"13 Juni 2019","Rupiah Bertahan di Level Rp14.250/USD","09:34 WIB","Negative"
"13 Juni 2019","IHSG Rebound ke Level 6.282","09:11 WIB","Positive"
"13 Juni 2019","Harga Biodiesel Turun Jadi Rp6.977/Liter","08:37 WIB","Positive"
"13 Juni 2019","Harga Minyak Mentah Turun hingga 4%","08:22 WIB","Positive"
"13 Juni 2019","Harga Emas Berjangka Makin Perkasa","08:05 WIB","Negative"
"13 Juni 2019","Indeks Dolar AS Menguat Menanti Kepastian Fed Rate","07:54 WIB","Negative"
"13 Juni 2019","Saham Teknologi Rontok, Wall Street Ditutup Melemah","07:38 WIB","Negative"
"13 Juni 2019","Freeport Cari Utang Rp42,6 Triliun","04:21 WIB","Negative"
"13 Juni 2019","Pengumuman, Harga Rumah Subsidi Naik Jadi Rp140 Juta","03:19 WIB","Negative"
"14 Juni 2019","Wall Street Melemah Tertekan Saham Teknologi","20:55 WIB","Negative"
"14 Juni 2019","Investasi Rp20 Miliar di KEK Bisa Raih Tax Holiday","18:23 WIB","Neutral"
"14 Juni 2019","Usai Lebaran, Tren Pencarian Rumah di Bawah Rp500 Juta Meningkat","18:16 WIB","Positive"
"14 Juni 2019","BI Catat Modal Asing Masuk ke Indonesia Tembus Rp112 Triliun","17:57 WIB","Positive"
"14 Juni 2019","Rupiah Keok ke Level Rp14.325/USD","17:15 WIB","Negative"
"14 Juni 2019","Laporan Keuangan Positif, Saham MNC Meroket","17:06 WIB","Positive"
"14 Juni 2019","Jelang Akhir Pekan, IHSG Kandas di 6.250","16:24 WIB","Negative"
"14 Juni 2019","Ekspor Pulp dan Kertas Ditargetkan Tembus Rp127 Triliun","15:53 WIB","Positive"
"14 Juni 2019","Penumpang Pesawat Turun 27%, Mahalnya Harga Tiket Jadi Kambing Hitam","13:20 WIB","Negative"
"14 Juni 2019","Kurang Pasokan, Harga Cabai Merah Kian Pedas","12:58 WIB","Negative"
"14 Juni 2019","Perluas Ekspor, Sritex Incar Pendapatan USD1,19 Miliar","12:25 WIB","Positive"
"14 Juni 2019","Delisting Saham Sekawan Intipratama, Simak Penjelasan BEI","12:19 WIB","Positive"
"14 Juni 2019","Turun 22 Poin, IHSG Ambil Jeda di 6.250","12:17 WIB","Negative"
"14 Juni 2019","Batavia Prosperindo Terima Dividen Tunai Rp12,99 Miliar","11:27 WIB","Positive"
"14 Juni 2019","Butuh Investasi Rp5.823 Triliun untuk Kejar Target Pertumbuhan Ekonomi 2020","11:25 WIB","Positive"
"14 Juni 2019","Rupiah Tertekan ke Level Rp14.302/USD","09:39 WIB","Negative"
"14 Juni 2019","IHSG Naik 4 Poin Jelang Akhir Pekan","09:05 WIB","Positive"
"14 Juni 2019","Harga Minyak Meroket Usai Serangan Kapal Tanker di Teluk Oman","08:12 WIB","Negative"
"14 Juni 2019","Harga Emas Naik karena Ketegangan Geopolitik","07:59 WIB","Negative"
"14 Juni 2019","Kurs Dolar Stabil, Investor Nantikan Pertemuan The Fed dan KTT G20","07:43 WIB","Positive"
"15 Juni 2019","Begini Rincian Modal Awal Bisnis Soto","18:21 WIB","Neutral"
"15 Juni 2019","Geram Disebut Impor Ikan Asin, Menteri Susi: Itu Tahun Berapa?","16:23 WIB","Negative"
"15 Juni 2019","IHSG Menguat 0,66% di Pekan Pertama Usai Libur Lebaran","15:53 WIB","Positive"
"15 Juni 2019","Tiket Pesawat Mahal, Bandara Ini Rugi Rp13 Miliar","13:19 WIB","Negative"
"15 Juni 2019","Reksa Dana, Alternatif Investasi Investor Pemula","12:04 WIB","Positive"
"15 Juni 2019","Harga Tiket Masih Mahal, Maskapai Asing Jadi Solusi?","11:24 WIB","Negative"
"15 Juni 2019","Harga Minyak Naik Imbas Ketegangan di Timur Tengah","10:11 WIB","Negative"
"15 Juni 2019","Kurs Dolar Menguat, Investor Tunggu Keputusan Bank Sentral AS","09:22 WIB","Positive"
"16 Juni 2019","Menteri Jonan: Investasi Jepang di Blok Masela Terbesar Sejak 5 Dekade","17:27 WIB","Positive"
"16 Juni 2019","Perpindahan Penerbangan dari Bandara Husein Sastranegara ke Kertajati Dimulai","13:16 WIB","Neutral"
"16 Juni 2019","Pengusaha China Dapat Fasilitas untuk Investasi Pembangunan Infrastruktur RI","11:22 WIB","Positive"
"16 Juni 2019","Pengurangan Pajak Diharapkan Ampuh Tarik Investor ke Kawasan Ekonomi Khusus","07:04 WIB","Positive"
"17 Juni 2019","Pilpres Rampung, Pasar Saham Diprediksi Kembali Bergairah","21:50 WIB","Positive"
"17 Juni 2019","Dampak Besar Perang Dagang pada Investasi RI","21:19 WIB","Negative"
"17 Juni 2019","Trauma, Tren Investasi Diprediksi Melambat Tahun Ini","20:49 WIB","Negative"
"17 Juni 2019","Puluhan Manager Investasi Kumpul Bareng Bahas Tren Terbaru Investasi Indonesia","19:43 WIB","Positive"
"17 Juni 2019","Asumsi Makro RAPBN 2020 Disepakati, Pertumbuhan Ekonomi Jadi 5,2%-5,5%","18:37 WIB","Positive"
"17 Juni 2019","Rupiah Sore Ini Melemah Tipis ke Rp14.363 per USD","17:09 WIB","Negative"
"17 Juni 2019","Bidik Dana IPO Rp856 Miliar, MNC Vision Networks Buka Harga Rp231-Rp243/Saham","17:00 WIB","Positive"
"17 Juni 2019","Perusahaan Perikanan AS Tanamkan Investasi Rp700 Miliar di Manado","16:39 WIB","Positive"
"17 Juni 2019","Tak Bertele-tele, Tambahan Anggaran Kemenperin Rp2,88 Triliun Disetujui DPR","16:22 WIB","Positive"
"17 Juni 2019","IHSG Ditutup Anjlok Nyaris 1% ke 6.190","16:17 WIB","Negative"
"17 Juni 2019","Menperin Minta Tambahan Anggaran Rp2,88 Triliun","16:01 WIB","Negative"
"17 Juni 2019","Selain Sekawan Intipratama, Ada 2 Emiten Lagi yang Berpotensi Delisting","15:30 WIB","Positive"
"17 Juni 2019","PTPP Raih Kontrak Baru Proyek Smelter Senilai Rp14,5 Triliun","14:08 WIB","Positive"
"17 Juni 2019","Tanpa Menteri Rini, DPR Setujui Anggaran Kementerian BUMN Rp345 Miliar","13:54 WIB","Positive"
"17 Juni 2019","Perang Dagang, Ekspor Mark Dynamics ke Malaysia Berpeluang Naik 7%","13:52 WIB","Positive"
"17 Juni 2019","Paramitra Sarana Tebar Dividen Rp19,5 Miliar","13:42 WIB","Positive"
"17 Juni 2019","Mayora Indah Targetkan Penjualan Rp26 Triliun, Tumbuh 11%","13:39 WIB","Positive"
"17 Juni 2019","Banyak Plafon Jatuh Timpa Pegawai, BUMN Minta Rp50 Miliar untuk Renovasi Gedung","13:35 WIB","Negative"
"17 Juni 2019","Anak Usaha Dewata Freight Bidik Kontrak Rp100 Miliar","13:26 WIB","Positive"
"17 Juni 2019","Irfan Bachdim Cs Antusias Borong Saham Bali United","13:05 WIB","Positive"
"17 Juni 2019","Jasa Raharja Jamin Santunan Korban Kecelakaan Maut Tol Cipali, Paling Besar Rp50 Juta","12:43 WIB","Neutral"
"17 Juni 2019","IHSG Sesi I Merosot ke 6.230","12:36 WIB","Negative"
"17 Juni 2019","DKI Anggarkan Rp75 Miliar untuk Tata Trotoar di Jakpus","10:59 WIB","Positive"
"17 Juni 2019","Utang Luar Negeri Indonesia Tembus Rp5.566 Triliun pada April 2019, Naik 8,7%","10:58 WIB","Negative"
"17 Juni 2019","Pendapatan Urban Jakarta Tumbuh 195% Jadi Rp117,9 Miliar","10:48 WIB","Positive"
"17 Juni 2019","Saham Bali United Naik 69,14% di Perdagangan Perdana","09:53 WIB","Positive"
"17 Juni 2019","Rupiah Makin Tertekan di Rp14.353/USD","09:37 WIB","Negative"
"17 Juni 2019","IHSG Mengawali Pekan di Level 6.259","09:09 WIB","Neutral"
"17 Juni 2019","Terbang ke Prancis, Menko Darmin Buka Peluang Ekspor Kopi","08:27 WIB","Positive"
"17 Juni 2019","Lepas 2 Miliar Saham, Bali United Melantai di Bursa Pagi Ini","08:12 WIB","Negative"
"18 Juni 2019","Wall Street Dibuka Menguat Ditopang Kenaikan Saham Facebook","21:17 WIB","Positive"
"18 Juni 2019","Mahalnya Tiket Pesawat Jadi Polemik, AirAsia Pasang Harga ke Singapura Rp150 Ribu","20:07 WIB","Negative"
"18 Juni 2019","Sinar Mas Agro Bagi Dividen Rp750 per Saham","19:20 WIB","Positive"
"18 Juni 2019","IPO, Hensel Davest Lepas 381,17 Juta Saham","18:40 WIB","Positive"
"18 Juni 2019","Rupiah Tertahan di Level Rp14.326 per USD","17:13 WIB","Negative"
"18 Juni 2019","Investasi Diprediksi Tumbuh Double Digit hingga Akhir 2019","16:16 WIB","Positive"
"18 Juni 2019","IHSG Melesat 1% ke Level 6.257","16:09 WIB","Positive"
"18 Juni 2019","Komisi XI DPR Setujui Pagu Indikatif Kemenkeu Rp44,39 Triliun","15:51 WIB","Positive"
"18 Juni 2019","Ini Pentingnya Perpres Khusus Transportasi Online","15:32 WIB","Positive"
"18 Juni 2019","Bisnis Go-Jek Cs Harus Diatur Kominfo, Ini Alasannya!","15:27 WIB","Neutral"
"18 Juni 2019","Soal Rp3,6 Triliun untuk Beli Anjing Pelacak, Ini Jawaban Dirjen Bea Cukai","15:12 WIB","Negative"
"18 Juni 2019","Sri Mulyani Minta Rp44,39 Triliun untuk Anggaran Kemenkeu di 2020","14:06 WIB","Positive"
"18 Juni 2019","Perang Dagang AS-China Bikin Investasi Asing Masuk ke RI","13:52 WIB","Positive"
"18 Juni 2019","Kepala BKPM Pastikan Investasi Tumbuh Pasca-Pemilu","13:04 WIB","Positive"
"18 Juni 2019","Perkuat Modal, PNM Rilis Sukuk Mudharabah Rp300 Miliar","12:59 WIB","Positive"
"18 Juni 2019","Lepas 800 Juta Saham Baru, Inocycle Incar Penjualan Tumbuh 40%","12:33 WIB","Positive"
"18 Juni 2019","Penguatan Berlanjut, IHSG Naik 49 Poin ke 6.239","12:21 WIB","Positive"
"18 Juni 2019","Kepala BKPM Ajak Investor Tingkatkan Ekonomi Indonesia","12:08 WIB","Positive"
"18 Juni 2019","Terbitkan Obligasi Rp500 Miliar, J Resources Tawarkan Kupon hingga 11%","11:38 WIB","Positive"
"18 Juni 2019","Indonesia Reekspor Sampah Plastik Impor Ilegal","10:49 WIB","Positive"
"18 Juni 2019","HK Metals Utama Bidik Ekspor Manufaktur ke Australia dan Kanada","10:24 WIB","Positive"
"18 Juni 2019","Melantai di Bursa, Saham Communication Cable Systems Naik 30,4%","10:05 WIB","Positive"
"18 Juni 2019","HT Konfirmasi Beli Rumah Presiden AS Donald Trump, Saham MNC Meroket","09:58 WIB","Positive"
"18 Juni 2019","Kuasai Ekonomi Digital, Keuntungan Masuk Rekening Facebook, Google dan Amazon","09:36 WIB","Positive"
"18 Juni 2019","Rupiah Menguat Tipis ke Rp14.327/USD","09:30 WIB","Positive"
"18 Juni 2019","Sidang MK Dimulai, IHSG Rebound ke 6.202","09:14 WIB","Positive"
"18 Juni 2019","MK Gelar Sidang Lanjutan Sengketa Pilpres, Bagaimana Gerak IHSG?","08:33 WIB","Negative"
"19 Juni 2019","Dolar Tertekan, Rupiah Menguat ke Rp14.269 per USD","17:14 WIB","Positive"
"19 Juni 2019","Presiden Jokowi Ingatkan Menteri soal Terobosan Kebijakan Investasi dan Ekspor","16:23 WIB","Positive"
"19 Juni 2019","Di KTT G20, Presiden Jokowi Akan Bahas Persoalan Ekonomi dan Keuangan Global","16:19 WIB","Positive"
"19 Juni 2019","IHSG Ditutup Naik 1,3% ke 6.339","16:14 WIB","Positive"
"19 Juni 2019","Ada Perang Dagang, AS Tetap Jadi Tujuan Penting Ekspor Indonesia","14:59 WIB","Positive"
"19 Juni 2019","UMKM Sumbang Rp8.400 Triliun ke Perekonomian Nasional pada 2018","14:49 WIB","Positive"
"19 Juni 2019","Diminati Pasar Global, Ekspor Batik Ditargetkan Naik 8%","14:39 WIB","Positive"
"19 Juni 2019","Selain Maskapai Asing, Begini Cara Turunkan Harga Tiket Pesawat","14:14 WIB","Neutral"
"19 Juni 2019","Harga Terus Naik Bikin Milenial Susah Punya Rumah","13:18 WIB","Negative"
"19 Juni 2019","Naik 53 Poin, IHSG Ambil Jeda di 6.311","12:26 WIB","Positive"
"19 Juni 2019","Tirta Mahakam Perluas Pasar Ekspor ke Taiwan hingga Eropa","11:40 WIB","Positive"
"19 Juni 2019","Harga Rumah di Bawah Rp30 Miliar Kini Bebas Pajak Barang Mewah","10:27 WIB","Positive"
"19 Juni 2019","Perang Dagang Pangkas Pertumbuhan Ekonomi 1%","10:17 WIB","Negative"
"19 Juni 2019","Melantai di BEI, Saham Surya Fajar Capital Meroket 69,1%","09:55 WIB","Positive"
"19 Juni 2019","IHSG Dibuka Naik 0,6% ke 6.294","09:12 WIB","Positive"
"19 Juni 2019","Rupiah Pagi Ini Perkasa ke Level Rp14.274/USD","08:55 WIB","Positive"
"19 Juni 2019","Harga Emas Menguat, Capai Level Tertinggi 14 Bulan","08:29 WIB","Positive"
"19 Juni 2019","Dolar AS Menguat di Tengah Pertemuan The Fed","08:22 WIB","Negative"
"19 Juni 2019","Surya Fajar Capital Catatkan Saham Perdana di BEI","08:17 WIB","Positive"
"19 Juni 2019","AS-China Bahas Negosiasi Dagang Bikin Harga Minyak Melonjak","08:12 WIB","Negative"
"19 Juni 2019","Saham Facebook Turun Pasca-Luncurkan Mata Uang Digital Libra","07:58 WIB","Negative"
"20 Juni 2019","Gandeng PT PP, Perusahaan Konstruksi Korsel Investasi di Indonesia","22:04 WIB","Positive"
"20 Juni 2019","Coworking Space Dapat Suntikan Dana Rp190 Miliar","21:10 WIB","Positive"
"20 Juni 2019","BI Bocorkan Potensi Ekonomi Sumut","21:03 WIB","Positive"
"20 Juni 2019","Aliran Modal Asing Masuk RI Tembus Rp120,4 Triliun","20:06 WIB","Positive"
"20 Juni 2019","MNC Bank Raih Penghargaan dari Indonesia Finance Awards","19:27 WIB","Positive"
"20 Juni 2019","IPO, Sinarmas MSIG Pasang Harga Rp12.100 per Saham","19:02 WIB","Positive"
"20 Juni 2019","Tekan Harga Tiket Pesawat, Operator Bandara Siap Turunkan Biaya Jasa","18:26 WIB","Positive"
"20 Juni 2019","Pembangunan Jaya Ancol Bagi Dividen Rp53 per Saham","18:14 WIB","Positive"
"20 Juni 2019","Summarecon Agung Tebar Dividen Rp5 per Saham","18:09 WIB","Positive"
"20 Juni 2019","Batalkan Order Saldo OVO Dipotong, BPKN: Grab Berpotensi Langgar Aturan","17:37 WIB","Negative"
"20 Juni 2019","Suku Bunga BI Ditahan di 6%, Rupiah Menguat ke Rp14.182 per USD","17:15 WIB","Positive"
"20 Juni 2019","Turunkan Harga Tiket Pesawat, Maskapai Bakal Raih Insentif dari Pemerintah","16:33 WIB","Positive"
"20 Juni 2019","Turun 3 Poin, IHSG Berakhir di Zona Merah","16:27 WIB","Negative"
"20 Juni 2019","Harga Tiket Pesawat Dijamin Turun Pekan Depan","16:07 WIB","Positive"
"20 Juni 2019","BI Proyeksikan Ekonomi Indonesia 2019 Tumbuh di Kisaran 5%-5,4%","15:07 WIB","Positive"
"20 Juni 2019","DPR Lobi Sri Mulyani Setujui Anggaran Rp7,72 Triliun pada 2020","14:26 WIB","Neutral"
"20 Juni 2019","Jumlah Tenaga Pemasar Asuransi Jiwa Berlisensi Hanya 595.192 Orang","13:46 WIB","Neutral"
"20 Juni 2019","Pendapatan Industri Asuransi Jiwa Naik 19% Jadi Rp62,2 Triliun di Kuartal I","12:56 WIB","Positive"
"20 Juni 2019","Selisih Anggaran Daerah Rp20 Triliun, Pemda Diminta Genjot Penyerapan","12:47 WIB","Positive"
"20 Juni 2019","Pemerintah Kantongi Rp24 Triliun dari Lelang SUN","12:38 WIB","Positive"
"20 Juni 2019","IHSG Turun 7 Poin di Jeda Sesi I","12:28 WIB","Negative"
"20 Juni 2019","Perluas Jaringan Fiber Optik, Indoritel Serap Belanja Modal Rp190 Miliar","12:08 WIB","Positive"
"20 Juni 2019","Produsen Bir Anker Setor Rp100 Miliar ke Pemprov DKI Jakarta","11:54 WIB","Positive"
"20 Juni 2019","Mahaka Radio Tebar Dividen Rp7 Miliar","11:45 WIB","Positive"
"20 Juni 2019","Oversubscribed, Penawaran Obligasi Waskita Beton Precast Capai Rp1,09 Triliun","10:34 WIB","Positive"
"20 Juni 2019","Menanti BI, Rupiah Pagi Ini Menguat ke Rp14.250/USD","09:46 WIB","Positive"
"20 Juni 2019","Gelar Centibillionaires, Hanya 3 Orang di Dunia Miliki Kekayaan Lebih Rp1.420 Triliun","09:32 WIB","Neutral"
"20 Juni 2019","IHSG Dibuka Menguat Tipis ke 6.350","09:10 WIB","Positive"
"20 Juni 2019","Terobosan Investasi dan Ekspor, Pemerintah Segera Pangkas Pajak Besar-besaran","08:31 WIB","Positive"
"20 Juni 2019","Gerak IHSG Dibayangi Kebijakan BI dan The Fed","08:17 WIB","Positive"
"20 Juni 2019","Aksi Profit Taking Bikin Harga Emas Loyo","08:01 WIB","Positive"
"20 Juni 2019","Dolar AS Melemah Imbas Kebijakan The Fed","07:54 WIB","Positive"
"20 Juni 2019","Harga Minyak Dunia Turun meski Stok AS Anjlok","07:49 WIB","Positive"
"21 Juni 2019","IPO, DMS Propertindo Pasang Harga Rp100 per Saham","20:40 WIB","Positive"
"21 Juni 2019","IHSG Sepekan Naik 1,04% dengan Transaksi Harian Naik hingga Rp11,3 Triliun","20:08 WIB","Positive"
"21 Juni 2019","Aktivitas Pemilu Tinggi, Anggaran Perjalanan Dinas Meningkat hingga Rp15,1 Triliun","19:51 WIB","Negative"
"21 Juni 2019","Efisiensi Operasional Bisa Bikin Murah Harga Tiket","19:39 WIB","Positive"
"21 Juni 2019","Reekspor Sampah Plastik Impor Ilegal, Menko Luhut: Tak Aneh","19:27 WIB","Positive"
"21 Juni 2019","Lion Air Turunkan Harga Tiket 50%, Ini Daftarnya","19:16 WIB","Positive"
"21 Juni 2019","Buwas: Sebagian Besar Pangan Dalam Negeri Hasil Impor","18:58 WIB","Negative"
"21 Juni 2019","Utang Pemerintah Naik Jadi Rp4.571 Triliun di Mei 2019","17:20 WIB","Negative"
"21 Juni 2019","Rupiah Menguat ke Rp14.155/USD di Akhir Pekan","17:09 WIB","Positive"
"21 Juni 2019","Belanja Pemerintah Capai Rp855,9 Triliun, Tertinggi dari Bansos","16:53 WIB","Negative"
"21 Juni 2019","Melemah 20 Poin, IHSG Berakhir di 6.315","16:31 WIB","Negative"
"21 Juni 2019","Gubernur BI: Alhamdulilah Rupiah Terus Stabil","15:54 WIB","Positive"
"21 Juni 2019","Kepercayaan Investor Asing Meningkat, Capital Inflow Capai Rp130,2 Triliun","15:45 WIB","Positive"
"21 Juni 2019","UKM Indonesia yang Tembus Pasar Ekspor Baru 10%","15:23 WIB","Negative"
"21 Juni 2019","Defisit APBN Tembus Rp127 Triliun di Mei 2019","15:11 WIB","Negative"
"21 Juni 2019","Pedagang Kecil Incar Pasar Ekspor Jepang hingga Ekuador","14:07 WIB","Positive"
"21 Juni 2019","Jaya Ancol Bagikan Dividen Rp53/Saham","13:44 WIB","Positive"
"21 Juni 2019","Mayora Indah Serap Belanja Modal Rp350 Miliar","13:02 WIB","Positive"
"21 Juni 2019","Turun 45 Poin, IHSG Terjungkal ke Level 6.290","12:22 WIB","Negative"
"21 Juni 2019","Krida Pasang Harga IPO Rp202/Saham","11:47 WIB","Positive"
"21 Juni 2019","Central Omega Resources Targetkan Untung Rp46,45 Miliar","11:36 WIB","Positive"
"21 Juni 2019","Malindo Feedmil Bagi-Bagi Dividen Rp85 Miliar","11:31 WIB","Positive"
"21 Juni 2019","Menteri Rini Minta Garuda Hitung-hitungan Penurunan Harga Tiket Pesawat","11:23 WIB","Negative"
"21 Juni 2019","Harga Tiket Pesawat Turun, Menhub: Mari Kita Tunggu","11:09 WIB","Positive"
"21 Juni 2019","Pelindo III Pasang Jaringan Listrik Darat di Pelabuhan Tanjung Emas","10:17 WIB","Positive"
"21 Juni 2019","Cetak Rekor, Harga Emas Antam Naik Rp8.000 Jadi Rp702.000/Gram","09:25 WIB","Negative"
"21 Juni 2019","IHSG Dibuka Rebound ke 6.344","09:13 WIB","Positive"
"21 Juni 2019","Rupiah Tekan Dolar AS ke Rp14.122/USD","09:04 WIB","Positive"
"21 Juni 2019","Penantian Panjang, Akhirnya Harga Tiket Pesawat Turun","08:43 WIB","Positive"
"21 Juni 2019","Harga Emas Jadi Mahal Pasca-The Fed Tahan Suku Bunga","08:03 WIB","Negative"
"21 Juni 2019","Dolar AS Melemah Imbas 'Janji' The Fed Turunkan Suku Bunga","07:57 WIB","Positive"
"21 Juni 2019","Amerika Vs Iran, Harga Minyak Melonjak 5%","07:50 WIB","Negative"
"21 Juni 2019","Menanti Terobosan Baru untuk Dongkrak Investasi dan Ekspor","06:11 WIB","Positive"
"22 Juni 2019","AP II Siap Jadikan Bandara Kertajati Motor Baru Ekonomi Jabar","20:21 WIB","Positive"
"22 Juni 2019","Ekonomi RI Kuartal II-2019 Diperkirakan Hanya Tumbuh 5,15%","17:41 WIB","Neutral"
"22 Juni 2019","BEI dan MNC Sekuritas Resmikan Galeri Investasi Pasar Alam Bekasi","15:19 WIB","Positive"
"22 Juni 2019","Maskapai Bersiap Turunkan Harga Tiket Pesawat","12:21 WIB","Positive"
"22 Juni 2019","Harga Cabai Merah Naik Tembus Rp53.500/Kg, Bawang Putih Rp52.000/Kg","10:56 WIB","Negative"
"22 Juni 2019","Sri Mulyani Cerita soal Utang Pemerintah Rp4.571 Triliun","10:34 WIB","Negative"
"22 Juni 2019","Harga Tiket Pesawat Turun hingga Rumah di Bawah Rp30 Miliar Bebas Pajak","10:03 WIB","Positive"
"22 Juni 2019","Harga Emas Tembus di Atas USD1.400/Ounce","09:21 WIB","Negative"
"22 Juni 2019","Dolar Melemah Tertekan Suramnya Data Ekonomi Amerika","09:15 WIB","Positive"
"22 Juni 2019","Trump Batalkan Serangan ke Iran, Harga Minyak Terus Naik","09:09 WIB","Negative"
"23 Juni 2019","Giant Tutup Gerai Juli Ini,  Stok Dijual Habis Pakai Harga Diskon","14:27 WIB","Negative"
"23 Juni 2019","Penyaluran KUR BNI Mencapai Rp8,23 Triliun","14:08 WIB","Positive"
"23 Juni 2019","Kayu Jati Platinum Andalan Baru Ekspor Furnitur Indonesia","11:15 WIB","Positive"
"23 Juni 2019","Produk Mebel Indonesia Berjibaku Lawan Impor","10:35 WIB","Positive"
"23 Juni 2019","Fakta Menarik Klub Eksklusif Centibillionaires, 3 Miliarder Berharta Rp1.420 Triliun","08:47 WIB","Neutral"
"24 Juni 2019","Apa Penyebab Ekspor RI Turun pada Mei 2019?","21:45 WIB","Negative"
"24 Juni 2019","PLN Cetak Laba Bersih Rp4,2 Triliun pada Kuartal I-2019","21:43 WIB","Positive"
"24 Juni 2019","Neraca Dagang Surplus, BI: Positif ke Transaksi Berjalan","21:35 WIB","Positive"
"24 Juni 2019","Diminta Turunkan Harga Tiket Pesawat, AirAsia: Tarif Kami Murah","21:25 WIB","Negative"
"24 Juni 2019","MNC Tebar Dividen Rp214 Miliar","19:36 WIB","Positive"
"24 Juni 2019","Begini Cara Menteri Susi Cegah Impor Ikan","19:00 WIB","Positive"
"24 Juni 2019","Jelang Tutup, Cek Harga Diskon Giant Cibubur","18:51 WIB","Negative"
"24 Juni 2019","Giant Tutup 6 Gerai, Bagaimana Bisnis Hero?","18:50 WIB","Negative"
"24 Juni 2019","Gairahkan Investasi, Ini 5 Paket Kebijakan Sektor Properti","18:50 WIB","Positive"
"24 Juni 2019","Pendapatan Naik, AirAsia Masih Merugi Rp93 Miliar","18:33 WIB","Negative"
"24 Juni 2019","Neraca Perdagangan Mei 2019 Surplus, BPS: Belum Ideal","17:23 WIB","Positive"
"24 Juni 2019","Neraca Dagang Surplus, Rupiah Menguat Tipis ke Rp14.146/USD","17:09 WIB","Positive"
"24 Juni 2019","Impor Bawang Putih Melonjak 57,5%, BPS: Semua dari China","16:36 WIB","Negative"
"24 Juni 2019","IHSG Keok ke 6.288 meski Neraca Dagang Surplus","16:30 WIB","Negative"
"24 Juni 2019","Bantu UKM, Antam Salurkan Rp4 Miliar Program Kemitraan di Maluku Utara","16:12 WIB","Positive"
"24 Juni 2019","Impor Handphone dari China Turun pada Mei 2019","15:20 WIB","Positive"
"24 Juni 2019","Harga Baru Rumah Subsidi, Cek di Sini","14:18 WIB","Neutral"
"24 Juni 2019","Neraca Dagang Surplus, Menko Darmin: Ini Perkembangan yang Baik","13:42 WIB","Positive"
"24 Juni 2019","DPD: Kementan Berhasil Mendorong Ekspor Pertanian","13:27 WIB","Positive"
"24 Juni 2019","Mata Utang Digital Libra Facebook Berpeluang Dipakai di Indonesia","13:04 WIB","Neutral"
"24 Juni 2019","Sawit Sumbermas Siapkan Transaksi Afiliasi Rp2,52 Triliun","12:23 WIB","Positive"
"24 Juni 2019","Tunas Baru Lampung Bagi Dividen Rp133,55 Miliar.","12:23 WIB","Positive"
"24 Juni 2019","Berlina Siapkan Belanja Modal Rp120 Miliar Tahun Ini","12:15 WIB","Positive"
"24 Juni 2019","Jeda Sesi I, IHSG Masih Melemah di Level 6.310","12:15 WIB","Negative"
"24 Juni 2019","Neraca Perdagangan Mei 2019 Surplus USD210 Juta","11:59 WIB","Positive"
"24 Juni 2019","Palestina Tolak Rencana Ekonomi Trump","11:55 WIB","Negative"
"24 Juni 2019","Impor Mei 2019 Turun 17% Jadi USD14,5 Miliar","11:51 WIB","Positive"
"24 Juni 2019","Ekspor RI Meningkat 12,42% Setara USD14,74 Miliar","11:34 WIB","Positive"
"24 Juni 2019","Presiden ADB Puji Manajemen Fiskal dan Makroekonomi RI","10:58 WIB","Positive"
"24 Juni 2019","Investasi Belum Optimal, Ekonomi Kuartal II Diperkirakan Tumbuh 5,15%","09:40 WIB","Negative"
"24 Juni 2019","Naik Rp3.500, Emas Antam Dijual Rp702.500 per Gram","09:30 WIB","Negative"
"24 Juni 2019","Pagi Ini, Rupiah Berada di Level Rp14.140 per USD","09:17 WIB","Neutral"
"24 Juni 2019","IHSG Dibuka Melemah Tipis ke 6.310","09:10 WIB","Negative"
"24 Juni 2019","IHSG Pekan Ini Dibayangi Aksi Ambil Untung","08:11 WIB","Negative"
"24 Juni 2019","7 Fakta di Balik Penurunan Harga Tiket Pesawat","07:31 WIB","Neutral"
"25 Juni 2019","Kadin Minta Pemerintah Beri Kepastian Investasi","23:15 WIB","Positive"
